img_id,Erythema_LABEL,Erythema_SPLIT,Brown_LABEL,Brown_SPLIT,Crust_LABEL,Crust_SPLIT,Telangiectasia_LABEL,Telangiectasia_SPLIT,Black_LABEL,Black_SPLIT
04196e1bcea2137a53790a42b56f0c12,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
041c7ee6106e88b7ddce7864efd97525,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
041e4a8af33fdb305722973ed2a48152,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
044788a39757eee2805e844fd25b43f1,0_FALSE,val,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
044c76080d9743685bb0c00d5513db78,0_FALSE,val,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
044e90cb805d8cc32fefd29359341e03,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
045465b6f4dacbe304d189889cd9ad1b,0_FALSE,val,0_FALSE,val,1_TRUE,val,0_FALSE,val,0_FALSE,val
0455b31fb640b89ee7375711168f318b,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
045a04ebe8c8153226ed22c27ba8fac3,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
048ac24a3431a3df883d8f0bfa8ff89b,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
04c59d8184ca0d3280e23de40c68fc47,0_FALSE,val,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
050fa8d2bcf1f2eb85fbcdb9d88e1ecf,0_FALSE,val,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
05110062ac68aae199c0f52403cdcf68,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0520fcdddaef40d6a6aeb4346396f13c,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0524c7e156295bd71bea39f7bde2595c,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
052963515e6a99d2a7f21d08926e2ca2,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
052d465323fce7e1588bb03950deafb3,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0538c14b1dbc98e893372d3e132dfdbe,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0546874afdcdaec8ef0f1bbeaa402297,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
055d5de5e2632311d71eb2008086b21b,0_FALSE,val,1_TRUE,val,1_TRUE,val,0_FALSE,val,0_FALSE,val
0563ffb3690c6de90707a8181f08f66f,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0564e32394d14c2c16b4b1e35def1711,0_FALSE,val,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0590f1a19ff469e124ff77adc03b1dc9,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
05ac3126e35e28f2ea53525e84428fa4,1_TRUE,val,0_FALSE,val,1_TRUE,val,0_FALSE,val,0_FALSE,val
05b4debef1cc8590443062871df80713,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
05bc1bf0e43a8f2c188c1d70cd81a4a9,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
05c3844d809fd14d08c5d8f8b634b6e7,0_FALSE,val,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
05f6491ed95f95d0685b8f9b08a1d2e3,0_FALSE,val,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0615bb16e58d2c52b7ed54ef2529927d,0_FALSE,val,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
061a37730f640a67c19b2ec77ecf1a93,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
063f473a4ae22f5f70ff95cba3cfdf4d,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0645116845f5973b311d60306626086e,1_TRUE,val,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
064e4ae9d102f045fd5dedcd81b7ad1d,0_FALSE,val,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
06586340bf34e1f6bf18b698ea2cd06d,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0660c5eb8c387e272f8014d8e3b2a2c7,0_FALSE,val,1_TRUE,val,1_TRUE,val,0_FALSE,val,0_FALSE,val
06652c77db287a49a204b9dd41ce3b99,0_FALSE,val,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0672e96961fb5fd87e36c6d4c1df47f6,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0678394d72403cd694b8a22e2b623613,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
068c7e794b48e2964c7bbc1699e2fc26,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
06967f5227a4227896b2b7c5e6901652,0_FALSE,val,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
069f8e542a47f356ab1f732c9beb444d,0_FALSE,val,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
06a486e17c2507821c3394e5623d4cd5,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
06a958320c3d70c5802facc558999370,1_TRUE,val,0_FALSE,val,1_TRUE,val,0_FALSE,val,0_FALSE,val
06aa37c1fb2ae9dadf126143b98a1640,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
06c312978164d6cc204751b5d7bea2f8,1_TRUE,val,0_FALSE,val,1_TRUE,val,0_FALSE,val,0_FALSE,val
06d0d4dacbde9242cb23d5879414889d,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0700fe5ecff021f968dc71700dbdf976,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0704faf440c3eab8f367d3cd9650a330,1_TRUE,val,1_TRUE,val,1_TRUE,val,0_FALSE,val,0_FALSE,val
073855fe43184e4d1d8045c09e7df53c,0_FALSE,val,0_FALSE,val,1_TRUE,val,0_FALSE,val,0_FALSE,val
074e696e6cdf066eabf5b68d957487c9,1_TRUE,val,0_FALSE,val,1_TRUE,val,1_TRUE,val,0_FALSE,val
079c3dd9e4b48d119bcdcfc024558128,0_FALSE,val,1_TRUE,val,1_TRUE,val,0_FALSE,val,0_FALSE,val
07a62c58c366377b9692b688e04d4f76,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
07c3f44536b46156450cf81a451ccedb,0_FALSE,val,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
07e200e3436ae82f7d1403d1a1e53857,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
07e59cf4b5bec072d420fffb61251e7e,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
07e86b7dfbd6ffe274193d330c182876,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,1_TRUE,val
08051b115e2f447121f13f20ecab8a49,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
082e7482504084c98c2262a38b0ecbd3,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0844ae634f0e6e7ef1f73c2aeecbae0e,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,1_TRUE,val
08604f608740a1912f32e0ad9b1bd97e,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
087315906369dd994456a197e0cac342,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
088427dcb4f2caaf08b2dac97acc2f92,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
08884980f7d22aa925644154eb0c2bba,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
088f75621475639f8316e4a34b170ac6,0_FALSE,val,1_TRUE,val,0_FALSE,val,0_FALSE,val,1_TRUE,val
08abc86053d47fe200c0c966be3d41af,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
08c8a2a16296e358c839f3bbc79820ad,1_TRUE,val,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
08cdb8fa1279527b9e2df747b6b85a6b,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
08d902368cddeb593b139629ef3d46fd,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
08e6d0fd9521a1f97930f81ab511a0ab,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
08feca025dfb53bff8826d9c78c5fde8,1_TRUE,val,1_TRUE,val,1_TRUE,val,0_FALSE,val,0_FALSE,val
09132d0f4406b0459405a88ea3c806a1,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
091fbbf00816977b7f3a85ed6455b88a,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
09206ca265fec54fe9b43059c981b660,0_FALSE,val,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
09237acd246cbd55b108a75032f32156,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
09253e5693ec114ac6c7cfbf80e335fd,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0937e2af9ec9f551499c8f9b5525d064,0_FALSE,val,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
095557969a0b98ecb06ab0051eadabcf,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0974327688ff00fb4d9b1b8b84eb2a32,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
097e214c5c8f30b5b9ed202bde45dbd2,1_TRUE,val,0_FALSE,val,0_FALSE,val,1_TRUE,val,0_FALSE,val
0986bd111b5daec85dc997dff704bf91,1_TRUE,val,0_FALSE,val,1_TRUE,val,0_FALSE,val,0_FALSE,val
0996f71a82b9465e293332512e0d4192,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
09ea1633ac8b4551f06b7d1f1346a921,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
09f1ad932870dd92c2a1a0297dc25873,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0a1ca67fbbf7047acbf7c684694cf688,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0a2a30d010c5b82ddabe4ae30c7ae3f2,0_FALSE,val,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0a38a43963c4cceca1dfb8c998d83a71,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0a4ad3b7c8705af214e73f8f771dfd47,1_TRUE,val,0_FALSE,val,1_TRUE,val,0_FALSE,val,0_FALSE,val
0a534472bd523c925725fc85081bfd3b,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0a55e2e0b4d0241785ba9787829c6dfc,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0a5c59128959230b7b3005d277a7c8e6,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0a69292e4f5f6d266f7d9aca3acbf4e0,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0a6b3967e1588215750a29f8862c75b4,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0a89bf3ba5412346ea9a0f0c7e70818d,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0ab832196ba804484ab777e718b01e30,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0ad14c7332fa12a27362597b1e0ecd85,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0b008499a165d7d0b5fd92218a7af035,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0b04efa3c475de827500dad79ab23a37,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0b0d9c976b4c9244b5a69f9f5dd850b7,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0b3fa8c345e4d62b400471b5a43333bf,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0b57e0f45e5f6b2da953b908dca9d2a6,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,1_TRUE,val
0b662ecf4396cf4ffa4be4cc7dcc37f3,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0ba6adb9ff51373715255448ceb1fe46,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0bc0a0937e71f8db3adc916e54b24d89,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0bd64a95836686a992a1e4e57c06a21d,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0bf293fe0d65818c7c69f73050b61ceb,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0c030c007107a1c00b6d5c0cadb97f1a,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0c09d9731e56b82f266f671b48a7019b,0_FALSE,val,0_FALSE,val,1_TRUE,val,0_FALSE,val,0_FALSE,val
0c1362716817d36a2f2828708c2a652d,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0c38f54be747c048d0d894f2df37b2cd,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0c47b61178f48e1083f86e1c3d487956,0_FALSE,val,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0c7b64342387d294d8f790014182ccab,1_TRUE,val,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0c843edc73aa0b63ec9a266b937c3a3a,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0c86c8cd5cb0f89b4aa51e7614845f85,0_FALSE,val,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0ca870413a13e07dc10b44cb327e1289,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0cc0fd8472aa74c53e538185f1ae0d78,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0ccd7255edd9f1e1caecbd46edfd1965,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0ce4fc42fc7e5b0af7d17cdebbe18ee2,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0d03469c269b09952112b8d1990257cf,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0d13aa7451f546b6437300041e2de16e,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0d8457afebb67905127da37baece43d8,0_FALSE,val,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0d8a84652ff8cb27860dc636729634e3,1_TRUE,val,0_FALSE,val,1_TRUE,val,0_FALSE,val,0_FALSE,val
0da0343eb45ff74c6ba48a4c10497aea,0_FALSE,val,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0de026e61445d16bc819b7f05ad2a68d,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0df5d03e00f01bd366f848c039035b03,0_FALSE,val,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0dfca9fdbb4f07f16ca3914d30d729f8,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0e16117b2b9d1e457987386e363cc03c,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0e1de076ebb93acb51335111eae6e71f,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0e436455350857205e0d53a36b3acf67,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0e4b53cec9919e20dee742eaf50cee45,1_TRUE,val,0_FALSE,val,1_TRUE,val,0_FALSE,val,0_FALSE,val
0e5d6012abf6f15a43ea56071b4ab604,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0e72ba059329555ffcfe32d627a15b7a,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0e72bbb362a1bd1b3002361047bfc9ce,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0e79b74ec6a32f575b6996f3eeabd889,1_TRUE,val,0_FALSE,val,1_TRUE,val,0_FALSE,val,0_FALSE,val
0e7a6a73ac474fe2c073e1934e31bded,0_FALSE,val,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0e802991cd0257f69f62adedb41152f8,1_TRUE,val,0_FALSE,val,1_TRUE,val,0_FALSE,val,0_FALSE,val
0e89f04740ad87bdecb1e5256b079469,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0e96af2b416728a7d175935875993eca,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0e97f0121615f40f8eada11ffda3090c,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0ea04f0f86df742d1ab4850a61c888ba,1_TRUE,val,0_FALSE,val,0_FALSE,val,1_TRUE,val,0_FALSE,val
0eae940a2c38375a082cc48bfc591676,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0eb4a96eecb5ad786fcbd870e64b6a89,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0ee03f06d9a0cb0b1773f9d2e45c66a4,0_FALSE,val,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0ef52360bce4b5cd6e44eab70175d53c,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0efbaa667bbaedbec1dec6c10e4044a5,0_FALSE,val,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0f02445f98cf1f8c15392989839ffc5b,1_TRUE,val,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0f240c2ca67cbaa98f8b0ea5230ecd6d,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0f674cdedb1c6996c5ecd09f91417c55,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0f7cd903842449cc97cbfe2d83522fd2,1_TRUE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
0f94533e693dab70850adb978cc0d821,1_TRUE,val,1_TRUE,val,1_TRUE,val,0_FALSE,val,0_FALSE,val
0f9a80fc4b30ce96e2440e1a67cd31d2,1_TRUE,val,0_FALSE,val,1_TRUE,val,0_FALSE,val,0_FALSE,val
0fa21e79da60710ae829e7cc4b69b734,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val,0_FALSE,val
